index,gender,region_large,region_small,age,weight,height,hobbies,user_id
4051,0,Zilina Region,Liptovsky Mikulas,1X,5X,17X,movies,3914
4052,0,Banská Bystrica Region,Brezno,2X,5X,17X,dancing,4143
4053,0,Trnava region,hawthorn,0X,5X,17X,sports,4107
4054,0,Banská Bystrica Region,Brezno,0X,5X,17X,sports,4090
4055,1,Zilina Region,Zilina,0X,6X,17X,music,3915
4056,0,Banská Bystrica Region,Brezno,2X,3X,16X,tinkering :d,4158
4057,1,Banská Bystrica Region,Brezno,2X,3X,16X,sleeping,4144
4058,0,Trnava region,Trnava,2X,5X,16X,music,4108
4059,0,Banská Bystrica Region,Brezno,1X,7X,17X,discos,4091
4060,0,Nitrian region,left,2X,5X,17X,movies,4128
4061,0,Banská Bystrica Region,Brezno,2X,4X,15X,friends,4145
4062,1,Banská Bystrica Region,Brezno,1X,7X,17X,breeding,4024
4063,1,abroad,abroad - others,1X,8X,19X,reading,4092
4064,1,Trnava region,hawthorn,2X,6X,18X,camping,4109
4065,1,Banská Bystrica Region,Brezno,2X,6X,18X,swim,4159
4066,0,Trnava region,Trnava,0X,6X,18X,party,4113
4067,1,Zilina Region,Kysucke New Town,2X,6X,18X,movies,4129
4068,0,Zilina Region,Zilina,1X,5X,16X,sports,4011
4069,0,Banska Bystrica Region,Banska Bystrica,2X,5X,15X,dancing,4146
4070,0,Zilinsky region,Martin,1X,7X,17X,friends,3957
4071,0,Banska Bystrica Region,Banska Bystrica,1X,6X,17X,PC games,4093
4072,0,Banska Bystrica Region,Banska Bystrica,0X,6X,17X,sports,4025
4073,1,Trnava region,Trnava,2X,4X,16X,music,4110
4074,1,Trnava region,Trnava,0X,4X,16X,sports,4114
4075,0,Banská Bystrica Region,Brezno,2X,5X,17X,friends,4160
4076,0,Zilina Region,Zilina,0X,5X,17X,sleeping,4130
4077,0,Zilina Region,Ruzomberok,2X,5X,17X,walks,3925
4078,0,Banská Bystrica Region,elected,0X,5X,16X,party,3958
4079,0,Trnava region,Trnava,0X,6X,17X,movies,3997
4080,0,Banská Bystrica Region,Brezno,0X,5X,16X,shopping,4094
4081,0,Banská Bystrica Region,Brezno,2X,7X,18X,traveling,4147
4082,1,Trnava region,Trnava,2X,7X,18X,traveling,4111
4083,1,Zilina Region,Kysucke New Town,2X,7X,18X,football,4026
4084,1,Trnava region,Trnava,1X,8X,18X,football,4115
4085,1,Banská Bystrica Region,Brezno,2X,8X,18X,friends,4161
4086,0,abroad,abroad - gb,1X,5X,17X,car tuning,3959
4087,0,Zilina region,apartment,0X,7X,18X,sports,4131
4088,0,Zilina Region,Cadca,2X,7X,18X,sleeping,3926
4089,0,Banská Bystrica Region,Brezno,2X,7X,18X,movies,4148
4090,0,Banská Bystrica Region,Brezno,1X,7X,18X,sports,4172
4091,1,Zilina region,instead,1X,6X,18X,friends,4012
4092,1,Zilina Region,Kysucke New Town,2X,6X,18X,my girlfriend,4027
4093,0,Bratislava Region,Bratislava - Petrzalka,2X,7X,18X,music,4095
4094,0,Banská Bystrica Region,Brezno,1X,8X,17X,music,4162
4095,0,Banská Bystrica region,Rimava Saturday,1X,8X,17X,party,4149
4096,0,Presov Region,Poprad,0X,9X,18X,tourism,3960
4097,0,Zilina Region,Cadca,2X,9X,18X,shopping,3927
4098,1,Banská Bystrica Region,Brezno,1X,9X,18X,sports,4013
4099,0,Trencin region,Trencin,2X,9X,18X,swim,4028
4100,0,Zilina Region,Cadca,2X,5X,17X,friends,4116
4101,0,Trnava region,hawthorn,0X,8X,18X,sports,3998
4102,1,Banská Bystrica Region,Brezno,0X,4X,16X,friends,4173
4103,0,Banská Bystrica Region,Brezno,1X,6X,17X,biathlon..:-*,4163
4104,0,Zilina Region,Liptovsky Castle,2X,4X,15X,sports,3928
4105,0,Zilina Region,Zilina,1X,7X,17X,sports,4132
4106,0,Banská Bystrica Region,Brezno,1X,5X,16X,surfing the web,4014
4107,0,Banská Bystrica Region,Brezno,2X,8X,19X,cooking,4150
4108,0,Banska Bystrica Region,Banska Bystrica,0X,8X,19X,swim,4174
4109,0,Zilina Region,Rajec,1X,4X,17X,sports,4133
4110,1,Banská Bystrica Region,Brezno,1X,7X,18X,discos,4096
4111,0,Zilina Region,Zilina,0X,7X,18X,sleeping,4117
4112,1,Banská Bystrica Region,Brezno,0X,7X,18X,music,4164
4113,0,Banská Bystrica Region,Brezno,0X,7X,17X,music,4151
4114,0,Banská Bystrica region,disgusting,0X,8X,18X,food,3961
4115,1,Trencian region,ilava,0X,4X,15X,sports,4015
4116,0,Zilina Region,Zilina,2X,5X,17X,camping,4029
4117,0,bratislava region,bratislava - lamac,0X,0X,5X,networking,4118
4118,0,Banská Bystrica Region,Brezno,2X,6X,17X,dancing,4152
4119,0,Trencin region,Trencin,0X,4X,16X,music,4165
4120,1,Zilina Region,Kysucke New Town,2X,8X,19X,friends,4134
4121,0,Zilina Region,Cadca,2X,5X,17X,movies,4119
4122,0,Banská Bystrica Region,Brezno,0X,4X,16X,theater,4175
4123,1,Trnava region,Trnava,2X,7X,18X,sports,3999
4124,0,abroad,abroad - others,2X,5X,16X,photography,4135
4125,1,Trnava region,Trnava,1X,3X,14X,party,4187
4126,0,Banská Bystrica Region,Brezno,0X,4X,16X,sports,4166
4127,0,Zilina Region,Cadca,2X,4X,16X,PC games,4120
4128,0,Banská Bystrica Region,Brezno,1X,5X,17X,traveling,4176
4129,0,Banská Bystrica region,revuca,1X,5X,17X,movies,3916
4130,0,abroad,abroad - others,1X,7X,17X,sports,4177
4131,1,abroad,abroad - Germany,0X,7X,17X,cooking,4167
4132,1,Trnava region,Leopoldov,2X,6X,18X,traveling,4050
4133,0,Zilina Region,Zilina,2X,7X,18X,shopping,4202
4134,0,Zilina Region,Kysucke New Town,2X,6X,17X,discos,4217
4135,0,Banská Bystrica Region,Brezno,1X,6X,18X,singing,4178
4136,0,Zilina Region,Cadca,0X,6X,16X,movies,4030
4137,1,Bratislava region,Bratislava - others,0X,6X,16X,the painting,4218
4138,0,Trnava region,hawthorn,0X,6X,16X,singing,4000
4139,0,Zilina Region,Cadca,0X,5X,17X,working with PC,4121
4140,0,Trnava region,Trnava,2X,5X,17X,movies,4188
4141,1,Trnava region,Trnava,2X,6X,17X,surfing the web,4051
4142,1,Zilina Region,Zilina,2X,6X,18X,music,4031
4143,1,Nitra Region,Nitra,2X,6X,18X,sleeping,4219
4144,1,Zilina Region,Kysucke New Town,0X,6X,18X,games,4203
4145,0,Zilina Region,Kysucke New Town,2X,6X,18X,working with PC,4016
4146,0,Zilina Region,Kysucke New Town,1X,7X,17X,food,4189
4147,0,Trencian region,ilava,0X,7X,17X,photography,4232
4148,1,abroad,abroad - others,0X,7X,17X,dancing,4032
4149,1,Trnava region,hawthorn,1X,7X,18X,sleeping,4204
4150,1,Banská Bystrica Region,Brezno,1X,5X,18X,sleeping,4220
4151,1,Banská Bystrica Region,Brezno,2X,9X,18X,hockey,4233
4152,0,Banská Bystrica Region,Brezno,0X,7X,17X,theater,4017
4153,0,Zilina Region,Cadca,2X,9X,18X,swim,4122
4154,1,Banská Bystrica Region,Brezno,1X,9X,18X,discos,4221
4155,0,Banská Bystrica Region,Brezno,4X,6X,16X,party,4234
4156,0,Zilinsky region,Martin,2X,6X,16X,reading,3929
4157,0,Trnava region,hawthorn,3X,10X,16X,discos,4190
4158,1,Trnava region,Trnava,1X,6X,17X,sleeping,4205
4159,1,Zilina Region,Cadca,2X,6X,17X,music,4033
4160,1,Zilina Region,Cadca,2X,7X,18X,painting,4123
4161,0,Zilina Region,Cadca,2X,5X,17X,piano,4001
4162,0,Zilina Region,Kysucke New Town,2X,4X,15X,camping,4018
4163,1,abroad,abroad - others,0X,4X,16X,sports,4235
4164,1,Banská Bystrica Region,Brezno,2X,6X,17X,music,4222
4165,0,Zilina Region,Cadca,2X,6X,17X,dancing,3930
4166,0,Zilina Region,Zilina,2X,6X,17X,shopping,4206
4167,0,Zilina Region,Kysucke New Town,1X,6X,17X,party,4191
4168,1,Trencian region,ilava,1X,6X,18X,sleeping,4236
4169,1,Zilina Region,Cadca,2X,6X,18X,music,4124
4170,0,Zilina Region,Zilina,1X,8X,18X,music,4019
4171,0,Zilina Region,Zilina,2X,8X,18X,PC games,4034
4172,0,Zilina Region,Zilina,0X,2X,13X,dancing,4192
4173,0,Zilina Region,Cadca,2X,6X,17X,sports,3931
4174,1,Zilina Region,Kysucke New Town,2X,8X,18X,food,4207
4175,1,Trenc region,by the way,2X,6X,18X,movies,4020
4176,0,Zilina Region,Cadca,2X,6X,18X,music,4125
4177,0,Trnava region,Trnava,1X,6X,18X,photography,4193
4178,1,Bratislava Region,Bratislava - Danube. bishopric,2X,7X,18X,music,4237
4179,1,Zilina Region,Kysucke New Town,2X,9X,18X,surfing the web,4035
4180,0,Zilina Region,Zilina,2X,5X,16X,swim,4208
4181,0,Zilina Region,Cadca,1X,5X,16X,dancing,4002
4182,1,Banská Bystrica Region,Brezno,0X,15X,11X,sports,4223
4183,0,Banská Bystrica Region,Brezno,0X,15X,11X,PC games,4238
4184,1,Trencian region,ilava,1X,5X,16X,sports,4247
4185,1,Trnava region,Trnava,2X,5X,16X,friends,4194
4186,1,Zilina Region,Zilina,1X,8X,18X,friends,4036
4187,0,Banská Bystrica Region,Brezno,1X,5X,16X,painting,4021
4188,1,Banská Bystrica Region,Brezno,2X,8X,18X,PC games,4239
4189,0,Banská Bystrica Region,elected,0X,5X,16X,traveling,4248
4190,1,Zilina Region,Kysucke New Town,2X,8X,18X,movies,4195
4191,0,Zilina Region,Kysucke New Town,2X,8X,18X,shopping,4209
4192,0,Zilinsky Region,Lower Kubin,1X,7X,18X,friends,4249
4193,1,Trnava region,Trnava,0X,8X,18X,sports,4196
4194,0,Zilina Region,Kysucke New Town,0X,8X,18X,traveling,4126
4195,1,Zilinsky region,Martin,1X,8X,18X,movies,4003
4196,0,Banská Bystrica Region,Brezno,1X,0X,0X,sports,4240
4197,0,Trnava region,hawthorn,0X,5X,16X,horse riding,4210
4198,1,Bratislava Region,Bratislava - Vrakuna,2X,8X,19X,sports,4250
4199,1,Trnava region,Trnava,0X,6X,17X,hacking,4197
4200,1,Zilina Region,Cadca,0X,7X,19X,party,4262
4201,1,Zilina Region,Zilina,2X,6X,17X,sports,4211
4202,0,Banská Bystrica Region,Brezno,0X,5X,17X,movies,4277
4203,0,Banská Bystrica Region,Brezno,2X,7X,18X,shopping,4292
4204,0,Zilina Region,Cadca,2X,7X,18X,reading,4263
4205,1,Banská Bystrica Region,Brezno,1X,7X,18X,cooking,4241
4206,1,Banská Bystrica region,disgusting,2X,7X,17X,food,4278
4207,0,Banská Bystrica Region,Brezno,1X,4X,16X,friends,4251
4208,1,Zilina Region,Cadca,2X,7X,17X,sleeping,4264
4209,1,Banská Bystrica Region,Brezno,2X,7X,17X,swim,4279
4210,1,Trnava region,Trnava,2X,5X,16X,traveling,4198
4211,1,Zilina Region,Cadca,2X,7X,17X,movies,4265
4212,0,Banská Bystrica Region,Brezno,2X,5X,15X,dancing,4242
4213,0,Banská Bystrica region,Rimava Saturday,0X,9X,19X,PC games,4004
4214,0,Banská Bystrica Region,Brezno,2X,7X,18X,traveling,4293
4215,0,Banská Bystrica Region,Brezno,2X,5X,16X,sports,4280
4216,0,Banská Bystrica Region,Brezno,2X,5X,16X,music,4252
4217,0,Banská Bystrica region,velky krtis,1X,5X,17X,friends,4005
4218,1,Nitra Region,Nitra,2X,5X,17X,reading,4294
4219,0,Banská Bystrica Region,Brezno,2X,5X,17X,swim,4253
4220,0,Trnava region,Trnava,1X,4X,16X,friends,4199
4221,1,Banská Bystrica Region,Brezno,1X,6X,17X,PC games,4243
4222,0,abroad,abroad - Canada,0X,4X,16X,swim,4006
4223,1,Trnava region,Leopoldov,1X,4X,16X,pc games,4200
4224,0,Zilina Region,Zilina,2X,2X,2X,sleeping,4307
4225,0,Banská Bystrica Region,Brezno,2X,6X,16X,sports,4244
4226,1,Banská Bystrica Region,Brezno,2X,65X,18X,games,4254
4227,0,Zilina Region,Cadca,2X,65X,18X,surfing the web,4295
4228,1,abroad,abroad - others,2X,6X,17X,sports,4201
4229,1,Zilina region,instead,1X,6X,17X,sleeping,4245
4230,0,Nitrian region,new castles,1X,6X,17X,party,4296
4231,1,abroad,abroad - gb,2X,7X,17X,party,4255
4232,0,Banská Bystrica Region,Brezno,0X,7X,17X,dancing,4308
4233,0,Zilina Region,Cadca,2X,7X,17X,movies,4322
4234,1,Banská Bystrica Region,Brezno,2X,6X,17X,PC games,4246
4235,1,Zilina region,apartment,2X,9X,18X,friends,4309
4236,0,Banská Bystrica Region,Brezno,2X,5X,16X,music,4153
4237,1,Banská Bystrica Region,Brezno,2X,5X,16X,seeding,4256
4238,1,Zilina region,apartment,2X,8X,18X,friends,4297
4239,0,abroad,abroad - France,0X,8X,18X,music,4323
4240,0,Banská Bystrica Region,Brezno,0X,3X,15X,party,4337
4241,1,Banská Bystrica Region,Brezno,0X,6X,17X,movies,4310
4242,0,Zilina Region,Kysucke New Town,1X,7X,18X,movies,4324
4243,0,Banská Bystrica Region,Brezno,2X,5X,17X,music,4257
4244,0,Bratislava region,Malacca,0X,3X,15X,shopping,4298
4245,1,Banská Bystrica Region,Brezno,2X,6X,20X,swim,4154
4246,1,Presov region,Presov,2X,8X,18X,music,4338
4247,0,Zilina Region,Zilina,2X,7X,17X,music,4311
4248,1,Banská Bystrica Region,Brezno,1X,7X,17X,discos,4179
4249,0,Zilina Region,Zilina,2X,7X,17X,camping,4136
4250,1,Zilina Region,Zilina,1X,5X,17X,hiking,4325
4251,0,Banská Bystrica Region,Brezno,1X,6X,17X,photography,4155
4252,0,bratislava region,bratislava - ruzinov,2X,7X,18X,sports,4258
4253,1,Trencian region,ilava,2X,8X,18X,sleeping,4180
4254,1,Banská Bystrica Region,Brezno,2X,7X,17X,dancing,4339
4255,0,Zilina Region,Zilina,2X,7X,17X,PC games,4299
4256,1,Trencian region,Povazka bystrica,2X,8X,18X,movies,4312
4257,0,Zilina Region,Kysucke New Town,0X,6X,17X,music,4326
4258,0,Trenc region,Dubnica nad Vahom,0X,4X,16X,sports,4168
4259,1,Zilina Region,Zilina,0X,6X,18X,sports,4313
4260,1,Zilina Region,Cadca,2X,128X,58X,swim,4259
4261,1,Zilina Region,Zilina,1X,7X,17X,movies,4327
4262,0,Trnava region,Trnava,0X,6X,17X,sports,4181
4263,0,Zilina Region,Zilina,2X,5X,17X,shopping,4300
4264,0,Banská Bystrica Region,Brezno,0X,5X,16X,sleeping,4156
4265,1,Zilina Region,Kysucke New Town,1X,5X,17X,football,4328
4266,1,Zilina Region,Kysucke New Town,2X,4X,16X,surfing the web,4137
4267,1,Bratislava region,Bratislava - surroundings,3X,9X,19X,tourism,4314
4268,0,Zilina Region,Cadca,2X,9X,19X,swim,4260
4269,0,Zilina Region,Zilina,1X,4X,16X,dancing,4301
4270,0,Zilina region,apartment,2X,5X,15X,sleeping,4315
4271,1,Zilina Region,Zilina,2X,7X,18X,movies,4329
4272,1,Trnava region,Trnava,1X,6X,17X,sports,4182
4273,1,Banská Bystrica Region,Brezno,1X,6X,17X,movies,4340
4274,0,Zilinsky Region,Lower Kubin,2X,5X,16X,traveling,4352
4275,0,Zilina Region,Zilina,0X,6X,16X,dancing,4302
4276,0,Zilina region,apartment,2X,6X,16X,massaging,4316
4277,0,Trnava region,Trnava,1X,6X,16X,sports,4183
4278,1,Zilinsky Region,Lower Kubin,1X,7X,19X,eating,4341
4279,0,Zilina Region,Kysucke New Town,2X,5X,16X,reading,4138
4280,0,Zilina Region,Kysucke New Town,1X,7X,17X,traveling,4330
4281,0,Banská Bystrica Region,Brezno,1X,9X,19X,traveling,4169
4282,0,Zilina region,apartment,0X,4X,15X,movies,4303
4283,1,Trnava region,hawthorn,0X,6X,18X,party,4184
4284,0,Zilina region,apartment,2X,5X,17X,discos,4317
4285,0,Zilinsky region,Martin,2X,5X,16X,sports,4342
4286,0,Banská Bystrica Region,Brezno,2X,5X,16X,theatre,4331
4287,0,Zilinsky Region,Lower Kubin,1X,5X,16X,movies,4353
4288,0,Banská Bystrica Region,Brezno,1X,5X,16X,party,4170
4289,0,Zilina region,apartment,0X,5X,16X,movies,4304
4290,0,Banská Bystrica region,Lucenec,1X,5X,16X,working with PC,4343
4291,0,Presov Region,Kezmarok,2X,5X,16X,shopping,4318
4292,1,Trnava region,Trnava,0X,5X,17X,sports,4185
4293,0,Banská Bystrica Region,Brezno,2X,5X,16X,friends,4139
4294,1,Zilina Region,Zilina,0X,7X,19X,music,4332
4295,1,Zilinsky Region,Lower Kubin,1X,3X,14X,movies,4354
4296,0,Banska Bystrica Region,Banska Bystrica,2X,7X,18X,sports,4305
4297,1,Banská Bystrica Region,Brezno,2X,4X,13X,dancing,4319
4298,0,Zilina Region,Kysucke New Town,2X,4X,13X,movies,4140
4299,1,Zilinsky Region,Lower Kubin,2X,4X,13X,hiking,4344
4300,0,Zilina region,apartment,2X,4X,13X,sports,4333
4301,0,Banská Bystrica Region,Brezno,0X,5X,16X,traveling,4171
4302,0,Zilina Region,Cadca,1X,5X,16X,nwm :d,4355
4303,1,Zilina Region,Kysucke New Town,0X,7X,18X,sports,4141
4304,0,Zilina Region,Cadca,1X,9X,18X,friends,4320
4305,1,Banská Bystrica Region,Brezno,0X,9X,18X,party,4224
4306,0,Zilina Region,Zilina,2X,9X,18X,sleeping,4334
4307,0,Trnava region,Trnava,0X,10X,21X,camping,4186
4308,1,abroad,abroad - others,0X,8X,18X,sports,4356
4309,1,Zilina Region,Cadca,1X,6X,18X,PC games,4321
4310,1,Zilina Region,Turcianske Teplice,2X,9X,18X,life,4367
4311,1,Banská Bystrica Region,Brezno,2X,5X,17X,sleeping,4382
4312,1,Trencin region,Trencin,0X,6X,16X,movies,4225
4313,1,Banská Bystrica region,Lucenec,1X,6X,16X,discos,4335
4314,1,Banská Bystrica Region,Brezno,2X,8X,18X,hockey/ball,4345
4315,1,Zilina Region,Ruzomberok,4X,8X,17X,music,4357
4316,1,Zilina Region,Turcianske Teplice,2X,100X,100X,music,4397
4317,0,Zilina Region,Turcianske Teplice,2X,4X,16X,friends,4383
4318,0,Czech Republic,Czech Republic - Prague,2X,4X,16X,blaaa,4412
4319,1,Zilinsky Region,Lower Kubin,1X,4X,16X,movies,4358
4320,0,Presov region,Presov,2X,4X,16X,traveling,4368
4321,1,Zilina Region,Cadca,3X,6X,16X,sports,4261
4322,0,kosick region,kosice - west,0X,6X,16X,PC games,4346
4323,0,kosick region,roznava,2X,0X,10X,shopping,4226
4324,1,Banská Bystrica Region,Brezno,1X,7X,17X,dancing,4384
4325,0,Zilinsky Region,Lower Kubin,2X,7X,17X,traveling,4359
4326,1,Zilinsky Region,Lower Kubin,1X,3X,15X,sports,4347
4327,0,Zilina Region,Cadca,3X,5X,16X,reading,4427
4328,1,Zilina Region,Turcianske Teplice,2X,7X,18X,sports,4398
4329,0,abroad,abroad - others,2X,5X,17X,traveling,4385
4330,1,Zilina Region,Ruzomberok,2X,5X,17X,games,4360
4331,0,Zilina Region,Turcianske Teplice,2X,5X,17X,writing,4386
4332,1,Banská Bystrica Region,Brezno,2X,9X,18X,friends,4348
4333,0,kosick region,spisska nova ves,2X,3X,15X,friends,4399
4334,0,Trnava region,Trnava,2X,3X,15X,movies,4428
4335,1,Zilinsky Region,Lower Kubin,2X,3X,15X,sewing,4349
4336,1,Banská Bystrica Region,Brezno,0X,7X,18X,movies,4387
4337,0,bratislava region,bratislava - ruzinov,2X,6X,17X,games,4400
4338,1,abroad,abroad - others,2X,6X,17X,traveling,4429
4339,0,abroad,abroad - others,2X,5X,16X,traveling,4361
4340,0,Banská Bystrica Region,Brezno,2X,5X,16X,games,4350
4341,1,Zilina Region,Turcianske Teplice,2X,8X,19X,working with PC,4401
4342,1,Zilina Region,Cadca,2X,11X,19X,surfing the web,4430
4343,1,Banská Bystrica Region,Brezno,2X,8X,18X,hiking,4281
4344,0,Zilina Region,Kysucke New Town,0X,6X,16X,cooking,4212
4345,1,Zilina Region,Cadca,1X,6X,16X,movies,4351
4346,0,Trencian region,Nemsova,2X,5X,17X,discos,4388
4347,1,Zilina Region,Cadca,0X,7X,18X,discos,4362
4348,0,Presov Region,Lipany,2X,8X,14X,party,4402
4349,0,presov kraj,spisska bela,0X,6X,16X,pc games,4431
4350,0,Banská Bystrica Region,Brezno,2X,6X,16X,sports,4442
4351,0,Zilina Region,Turcianske Teplice,2X,6X,16X,shopping,4403
4352,0,Zilina Region,Kysucke New Town,2X,5X,17X,painting,4213
4353,0,Zilinsky Region,Lower Kubin,1X,5X,16X,swim,4363
4354,1,Zilina Region,Cadca,2X,7X,18X,party,4266
4355,1,Bratislava Region,Bratislava - Old Town,3X,8X,19X,traveling,4443
4356,1,Banská Bystrica Region,Brezno,2X,6X,16X,painting,4282
4357,1,Zilina Region,Turcianske Teplice,2X,8X,18X,friends,4404
4358,0,Zilina Region,Cadca,2X,5X,17X,friends,4432
4359,1,Zilina Region,Cadca,2X,8X,19X,sports,4267
4360,0,Trencian region,Povazka bystrica,0X,5X,15X,sports,4444
4361,1,Banská Bystrica Region,Brezno,0X,5X,15X,music,4283
4362,1,Zilina Region,Kysucke New Town,1X,6X,17X,music,4214
4363,0,Zilina Region,Turcianske Teplice,2X,5X,17X,dancing,4389
4364,0,Banská Bystrica Region,Brezno,2X,8X,17X,party,4433
4365,0,Banská Bystrica Region,Kremnica,2X,4X,16X,sports,4405
4366,1,Zilina Region,Cadca,2X,4X,16X,music,4268
4367,0,Banská Bystrica Region,Brezno,0X,4X,15X,cooking,4390
4368,0,Zilina Region,Zilina,2X,4X,15X,friends,4215
4369,0,Zilina Region,Cadca,1X,5X,16X,swim,4445
4370,0,Banská Bystrica Region,Brezno,2X,5X,17X,party,4434
4371,1,Banská Bystrica Region,Brezno,2X,4X,15X,surfing the web,4284
4372,0,Zilina Region,Cadca,0X,5X,17X,movies,4269
4373,0,Zilina region,apartment,2X,5X,16X,music,4391
4374,1,Banská Bystrica Region,Brezno,2X,10X,14X,hiking,4285
4375,0,Zilina Region,Kysucke New Town,2X,6X,17X,sleeping,4216
4376,0,Banská Bystrica Region,Brezno,2X,5X,16X,hiking,4286
4377,0,Zilina Region,Zilina,2X,5X,16X,people mainly,4392
4378,0,Zilina Region,Zilina,0X,6X,17X,roller skating,4457
4379,0,Banská Bystrica Region,Brezno,2X,6X,17X,discos,4287
4380,1,Zilina Region,Cadca,0X,7X,17X,movies,4270
4381,0,Nitrian Region,Golden Moravians,1X,7X,17X,food,4458
4382,0,Zilinsky region,Martin,2X,8X,18X,camping,4393
4383,0,Banská Bystrica Region,Brezno,2X,6X,17X,music,4271
4384,1,Banská Bystrica Region,Brezno,2X,8X,18X,sports,4394
4385,1,Zilina Region,Zilina,2X,8X,18X,movies,4459
4386,1,Zilina Region,Turcianske Teplice,2X,8X,18X,surfing the web,4395
4387,1,Banská Bystrica Region,Brezno,1X,2X,13X,party,4272
4388,0,Banská Bystrica Region,Brezno,2X,2X,13X,reading,4288
4389,0,Banska Bystrica Region,Banska Stiavnica,0X,10X,18X,music,4460
4390,1,Banská Bystrica Region,Brezno,0X,6X,17X,music,4396
4391,1,Banská Bystrica Region,Brezno,2X,6X,17X,camping,4289
4392,1,Trenc region,by the way,0X,8X,17X,collecting,4472
4393,0,Zilinsky Region,Lower Kubin,0X,8X,17X,party,4364
4394,0,Zilina Region,Liptovsky Mikulas,2X,7X,11X,swim,4473
4395,0,Banská Bystrica Region,Brezno,1X,7X,13X,photography,4273
4396,0,Zilina Region,Kysucke New Town,2X,7X,13X,friends,4474
4397,1,Zilinsky Region,Lower Kubin,1X,8X,19X,fishing,4365
4398,0,Zilina Region,Cadca,2X,13X,16X,hiking,4446
4399,0,Banská Bystrica Region,Brezno,0X,5X,17X,cooking,4290
4400,1,Nitra Region,Nitra,2X,4X,16X,working with PC,4475
4401,0,abroad,abroad - others,0X,4X,16X,reading,4274
4402,0,Zilinsky region,Martin,0X,4X,16X,music,4447
4403,0,Zilina Region,Cadca,2X,4X,16X,music,4476
4404,0,Presov region,Bardejov,0X,6X,18X,dancing,4291
4405,0,Zilina Region,Zilina,3X,4X,16X,friends,4448
4406,1,Banská Bystrica Region,Brezno,0X,6X,17X,veggie : d,4275
4407,0,Banská Bystrica Region,Brezno,2X,5X,17X,music,4306
4408,1,Banská Bystrica Region,Brezno,2X,6X,18X,party,4336
4409,0,kosick region,kosice - west,4X,6X,17X,movies,4449
4410,0,abroad,abroad - others,2X,6X,17X,games,4487
4411,1,Zilina Region,Zilina,2X,8X,18X,music,4477
4412,0,Banská Bystrica Region,Brezno,2X,8X,18X,reading,4276
4413,0,Zilina Region,Zilina,2X,5X,16X,fishing 4ever,4369
4414,1,Banska Bystrica Region,Banska Bystrica,2X,7X,18X,food,4488
4415,1,Trenc region,partisan,0X,7X,18X,discos,4478
4416,1,Trenc region,Bojnice,0X,4X,16X,make pi*ovina,4450
4417,1,Zilina Region,Turcianske Teplice,1X,6X,18X,traveling,4502
4418,1,Zilina Region,Kysucke New Town,0X,6X,18X,party,4479
4419,0,Zilina Region,Turcianske Teplice,3X,5X,16X,party,4370
4420,1,Zilina Region,Cadca,2X,4X,14X,cooking,4451
4421,1,Zilinsky region,Martin,2X,7X,18X,painting,4517
4422,1,Zilina Region,Zilina,2X,7X,18X,food,4480
4423,1,Bratislava Region,Bratislava - New Town,3X,7X,18X,friends,4452
4424,1,Zilina Region,Turcianske Teplice,4X,7X,18X,photography,4503
4425,1,Zilina Region,Kysucke New Town,2X,7X,17X,music,4518
4426,0,Zilina Region,Turcianske Teplice,3X,6X,17X,friends,4371
4427,1,Zilina Region,Kysucke New Town,2X,8X,18X,movies,4489
4428,0,Zilinsky region,Martin,2X,5X,16X,photography,4413
4429,0,Trencian region,ilava,2X,5X,17X,swim,4227
4430,1,Zilinsky region,Martin,2X,6X,18X,pc games,4481
4431,0,Zilina Region,Cadca,0X,5X,16X,dancing,4453
4432,1,Banska Bystrica Region,Banska Stiavnica,2X,5X,16X,working with PC,4490
4433,1,czech republic,cz - middle guilds,2X,8X,18X,sports,4372
4434,0,Zilina Region,Zilina,2X,5X,16X,swim,4519
4435,1,Zilina Region,Cadca,2X,5X,16X,sports,4482
4436,1,Nitra Region,Nitra,2X,5X,16X,swim,4454
